geothermal_grad_degC_m,depth_m,log10_permeability_m2,permeability_md,porosity,thickness_m
0.029,2212.4,-13.9,12.71,0.28,15
0.0307,2544.2,-13.81,15.73,0.32,85
0.0315,2817.9,-12.46,353.06,0.4,5
0.0275,3906.7,-14.3,5.05,0.31,95
0.0398,1791.4,-12.77,172.17,0.27,15
0.0369,1999.8,-12.01,998.68,0.39,70
0.0292,5463,-14.82,1.54,0.26,20
0.0405,3474.6,-12.15,721.76,0.3,25
0.0238,1789,-14.09,8.23,0.29,55
0.0439,4535.4,-12.6,255.86,0.13,55
0.0404,3466.9,-14.83,1.5,0.12,105
0.0494,2387.8,-14.02,9.72,0.22,30
0.0199,4819.1,-13.56,27.77,0.25,35
0.0405,5011,-14.86,1.4,0.06,85
0.0358,4170.8,-12.93,118.33,0.07,55
0.0388,4747.5,-14.45,3.61,0.28,90
0.0283,3905.4,-12.64,233.99,0.34,75
0.0204,1634,-13.53,29.74,0.11,10
0.0465,962.6,-12.28,525.72,0.26,45
0.0291,3714,-15,1.01,0.26,5
0.0288,1691.6,-13.17,68.43,0.22,70
0.038,5364.4,-13.25,56.68,0.1,5
0.0451,4080.4,-12.69,208.04,0.31,100
0.018,5075.4,-14.19,6.5,0.13,30
0.0362,4241.1,-12.01,980.17,0.05,110
0.0315,4850.5,-13.5,32.01,0.37,110
0.0461,3335.9,-13.11,78.23,0.26,50
0.0233,3425.5,-14.32,4.86,0.17,3
0.0347,1186.5,-12.22,609.38,0.35,45
0.0188,3984.7,-12.61,251.23,0.4,15
0.0232,2409.6,-12.87,136.75,0.33,95
0.0373,2655.2,-12.32,480.22,0.03,100
0.0335,3709.8,-14.41,3.91,0.14,50
0.0371,3618.4,-14.92,1.21,0.16,70
0.0425,1312,-13.75,18.03,0.09,30
0.0377,3089.8,-13.64,23.17,0.11,55
0.0477,2443.1,-13.11,77.85,0.4,45
0.0147,4987.3,-13.75,18.12,0.3,110
0.0475,1316.3,-14.3,5.12,0.28,50
0.0382,3137.5,-14.6,2.55,0.38,15
0.0326,4367.9,-13.34,45.9,0.24,95
0.0228,1962.4,-13.09,82.71,0.2,105
0.0154,2355.8,-13.91,12.6,0.18,35
0.0455,4778,-12.09,814.28,0.37,20
0.0233,1537.4,-14.41,3.91,0.14,3
0.0442,4971.4,-13.26,55.91,0.14,55
0.0321,3180.2,-13.98,10.56,0.29,95
0.0291,2389.5,-14.4,3.99,0.05,3
0.0484,4198.3,-14.94,1.17,0.43,110
0.0189,1011.1,-12.15,712.31,0.35,75
0.0491,1494.2,-15,1.01,0.18,80
0.0399,978.3,-12.48,338.57,0.34,90
0.0225,5022.9,-14.18,6.63,0.28,60
0.0248,5337,-13.7,20.01,0.04,30
0.0272,1769.5,-13.58,26.76,0.08,65
0.0448,4337.3,-13.15,71.43,0.1,25
0.0327,1732.9,-13.16,69.41,0.23,100
0.0283,4253.2,-13.94,11.73,0.23,105
0.0436,4342.9,-12.84,145.77,0.2,15
0.0213,3868.4,-14.36,4.46,0.39,45
0.0362,4226.8,-13.82,15.2,0.32,90
0.0344,1077.1,-12.03,936.17,0.41,40
0.0301,1856.8,-13.29,52.55,0.39,80
0.0309,4124.4,-14.81,1.57,0.19,25
0.0309,5406.8,-12.57,273.99,0.3,3
0.0199,2144.5,-12.9,128.01,0.33,100
0.023,3321.5,-14.61,2.48,0.3,75
0.0365,5210.4,-12.27,543.01,0.42,15
0.0343,3362.2,-13.66,22.15,0.03,95
0.0315,2288.5,-13.22,61.26,0.4,3
0.0149,1550.1,-13.62,24.47,0.37,30
0.0202,4949.7,-14.95,1.13,0.2,55
0.0152,2817.1,-13.33,47.76,0.36,90
0.0203,2455,-12.5,322.25,0.26,75
0.0306,2372.2,-12.18,667.55,0.31,30
0.0485,3216.3,-12.81,157.89,0.09,25
0.0242,3520.5,-12.07,864.12,0.42,3
0.0214,1584.1,-14.29,5.17,0.25,20
0.0398,1407.7,-12.33,470.62,0.11,55
0.0488,5285.9,-12.48,336.02,0.06,55
0.0156,1566.4,-14.88,1.35,0.1,85
0.0384,3680.9,-12.43,380.77,0.08,60
0.0428,1281.9,-14.93,1.2,0.14,105
0.018,5429.9,-13.83,14.95,0.1,15
0.0393,4639,-12.95,114.43,0.35,75
0.0454,1113,-12.74,184.52,0.38,55
0.0198,2930.2,-13.59,25.85,0.39,85
0.0376,5023.9,-11.99,1034.57,0.41,110
0.0355,4707.9,-14.63,2.37,0.22,15
0.0162,1642.3,-13.08,83.66,0.28,60
0.0395,4864.1,-14.71,2,0.31,15
0.0284,1619,-12.69,207.57,0.24,60
0.0259,2619.8,-13.88,13.21,0.21,70
0.0168,2287.9,-13.01,97.97,0.08,100
0.0452,1854.7,-14.65,2.29,0.14,70
0.039,1342.8,-15.01,0.98,0.16,30
0.0434,4717.4,-11.98,1054.76,0.13,75
0.0414,2491.6,-13.75,17.85,0.44,40
0.0152,3001.3,-13.72,19.49,0.23,55
0.0455,1767.3,-12.34,467.4,0.38,10
0.0394,1483.2,-14.47,3.43,0.21,70
0.0262,3166.5,-12.82,151.91,0.11,60
0.0294,3444.4,-13.75,18.17,0.24,110
0.0388,1318.9,-13.24,58.03,0.38,20
0.0379,2646.8,-12.17,678.74,0.27,90
0.02,1883,-14.94,1.16,0.44,100
0.0308,3875.9,-14.28,5.31,0.04,75
0.0249,4432.4,-13.09,83.29,0.32,30
0.0332,1301.9,-12.85,144.36,0.03,75
0.038,4964.4,-13.72,19.14,0.25,50
0.026,2996.3,-13.48,33.6,0.03,105
0.024,3669.3,-12.14,731.27,0.07,40
0.0199,5383,-11.98,1065.97,0.14,75
0.0473,3277.2,-12.23,591.88,0.04,5
0.0296,1290.2,-14.71,1.97,0.28,110
0.0171,5220.5,-12.32,480.27,0.3,10
0.0452,2642.6,-14.68,2.11,0.41,105
0.0209,2194.8,-14.7,2.04,0.2,75
0.0202,1082.7,-12.41,391.96,0.36,3
0.0445,2630.6,-13.3,50.29,0.12,20
0.0486,1110.6,-13.43,37.53,0.37,10
0.0137,4301.4,-13.99,10.28,0.34,65
0.0211,3430.8,-13.24,57.88,0.07,15
0.0338,1015.4,-12.03,953.48,0.43,110
0.0274,4902.5,-13.52,30.42,0.31,105
0.0482,5013.7,-13.58,26.35,0.29,25
0.0196,4983.2,-14.82,1.54,0.35,40
0.0174,5388.8,-13.11,78.05,0.13,55
0.0481,1185.6,-13.73,18.79,0.43,65
0.0231,2798.5,-12.4,404.45,0.26,30
0.0407,5483.6,-13.32,48.1,0.36,110
0.0259,3756.3,-12.78,169.52,0.06,25
0.042,4899.7,-12.37,427.85,0.38,65
0.0414,4292.9,-14.28,5.32,0.42,80
0.0194,5454.6,-13.25,56.57,0.39,35
0.0175,1903.5,-14.65,2.26,0.28,70
0.0451,3392.7,-12.23,598.47,0.15,30
0.0287,3111.3,-14.3,5.13,0.31,85
0.0202,1378.7,-12.59,263.45,0.13,45
0.0187,1344.4,-12.41,396.9,0.04,40
0.0464,3107.4,-13.99,10.38,0.39,105
0.0296,4252.5,-14.28,5.26,0.2,75
0.0469,1418.8,-13.9,12.85,0.15,35
0.049,1985.5,-12.94,116.18,0.36,25
0.0328,4948.8,-14.57,2.74,0.41,65
0.0458,4254.4,-14.41,3.9,0.28,25
0.048,2690.9,-14.41,3.99,0.38,95
0.0401,4836.2,-12.54,295.4,0.13,70
0.0215,4807.4,-14.54,2.94,0.32,60
0.0285,4397.7,-13.17,68.96,0.34,55
0.0203,3622.4,-13.68,21.34,0.37,50
0.0441,5267.9,-15.01,0.99,0.43,45
0.0275,1810,-13.83,15,0.24,15
0.0356,3578.9,-13.88,13.38,0.24,10
0.0303,2420.8,-14.11,7.87,0.22,3
0.0137,3022.3,-14.62,2.45,0.24,45
0.0472,1260.5,-14.49,3.24,0.17,55
0.0479,5149.9,-13.47,34,0.22,65
0.0482,1870.2,-12.07,855.48,0.05,15
0.0456,2713.7,-12.78,166.64,0.44,45
0.0494,3032.4,-12.59,258.04,0.2,110
0.016,1765.6,-13.57,27.41,0.43,85
0.0184,4174.7,-12.61,247.82,0.43,3
0.0254,1351.8,-13.87,13.66,0.2,25
0.0135,3071.7,-12,1004.31,0.18,110
0.0437,2719.4,-12.2,645.67,0.22,3
0.0395,901.3,-12.22,614.79,0.07,90
0.0458,4206.3,-13.65,22.64,0.21,95
0.0403,5328.9,-12.38,418.71,0.17,35
0.014,2433,-14.41,3.98,0.07,50
0.022,2305.7,-12.9,128.22,0.22,65
0.0407,5346.5,-12.14,740.78,0.18,10
0.0294,2696.1,-14.43,3.78,0.27,35
0.0297,4878,-12.06,874.75,0.27,35
0.0279,3125.4,-13.82,15.36,0.14,45
0.0172,4175.3,-13.34,46.58,0.34,70
0.0479,1687.6,-14.75,1.82,0.23,110
0.0331,3403.3,-13.45,36.15,0.14,45
0.0303,1680.9,-12.7,202.86,0.28,105
0.042,3409.6,-13.32,48.5,0.11,100
0.0139,5069.1,-13.79,16.61,0.33,65
0.0267,3437.6,-13,100.53,0.27,45
0.0403,4813.1,-13.69,20.73,0.08,30
0.0384,2429,-14.84,1.45,0.36,95
0.0368,4454,-13.36,44.73,0.2,15
0.0363,1974.1,-13.55,28.3,0.21,105
0.0323,1726.3,-14.21,6.23,0.23,90
0.0419,3265.1,-13.9,12.88,0.2,60
0.0361,4390,-13.26,55.66,0.04,75
0.0444,2152.4,-13,100.18,0.04,5
0.0155,2926.2,-12.89,129.44,0.29,10
0.0341,5033.3,-14.67,2.19,0.23,110
0.0318,3604.4,-12.36,437.46,0.35,55
0.0463,2700.4,-14.32,4.87,0.05,75
0.0243,1480.9,-12.37,429.77,0.17,15
0.0322,2971.8,-13.5,32.12,0.38,35
0.0321,3139.5,-14.02,9.69,0.22,60
0.0416,4400.8,-12.21,620.15,0.04,5
0.0217,3945.4,-12.54,292.36,0.34,85
0.0433,5396,-13.17,68.99,0.43,75
0.0274,1607.8,-13.4,40.03,0.14,100
0.0407,4289.4,-14.06,8.86,0.37,3
0.0446,1081.8,-12.42,382.59,0.12,35
0.0252,4800.2,-13.83,14.86,0.22,70
0.0337,1935.5,-12.77,171.63,0.22,90
0.0378,1053.3,-14.28,5.29,0.29,40
0.022,3813.9,-12.36,440.98,0.12,35
0.0489,4413.8,-12.67,216.63,0.13,40
0.0137,4318.3,-13.91,12.46,0.42,105
0.019,2099.2,-14.86,1.39,0.31,105
0.0334,2170.6,-14.16,7.01,0.37,65
0.0278,3059.2,-13.64,23.47,0.06,3
0.029,3050.9,-15,1.02,0.17,100
0.0247,2130.2,-12.12,769.1,0.05,25
0.0303,4340.7,-13.67,21.7,0.35,30
0.0153,5041.1,-13.49,32.5,0.39,75
0.029,2645.9,-12.91,125.68,0.07,90
0.0454,5072.1,-12.86,140.8,0.35,60
0.0433,3254,-14.64,2.33,0.35,3
0.0143,1158.7,-12.22,603.59,0.15,110
0.0156,1803.6,-13.12,77.06,0.3,15
0.0257,1115.9,-15.01,1,0.35,30
0.0331,3560.4,-13,102.23,0.17,5
0.0295,2991.6,-14.11,7.79,0.37,25
0.0178,1766.4,-12.85,144.65,0.38,30
0.0402,2377.2,-14.35,4.57,0.25,45
0.0315,3858.5,-13.63,23.57,0.11,15
0.0442,4370,-13.45,35.85,0.41,35
0.0346,5366.6,-14.04,9.28,0.36,20
0.0182,2904.1,-12.84,147.6,0.12,105
0.018,1150.9,-12.7,203.86,0.4,10
0.0291,2436,-14.79,1.65,0.17,100
0.0284,4200.4,-14.99,1.03,0.28,80
0.0493,1261.2,-14.76,1.78,0.19,5
0.0465,5000.9,-13.27,55.02,0.07,5
0.0435,2071.3,-14.53,2.99,0.37,85
0.025,3376.5,-14.4,4.02,0.29,45
0.0205,1911.6,-14.5,3.22,0.2,25
0.043,5202.3,-13.13,74.61,0.2,110
0.0418,3256.8,-14.25,5.75,0.33,20
0.0241,1510.7,-12.36,443.67,0.28,10
0.0234,4541.6,-12.12,776.08,0.12,110
0.045,3466,-14.12,7.66,0.19,105
0.0406,1665.7,-13.71,19.63,0.1,60
0.04,913.4,-14.21,6.31,0.15,60
0.0336,4824.4,-14.96,1.12,0.39,65
0.0454,3772.6,-13.74,18.65,0.22,40
0.0361,4657.2,-14.31,5.01,0.43,60
0.0175,3966.6,-12.85,142.05,0.36,10
0.0142,1389.9,-13.91,12.42,0.15,80
0.0251,5229.8,-14.93,1.19,0.38,75
0.0392,4296.8,-12.09,822.27,0.23,90
0.0251,4680.3,-12.08,843.12,0.21,105
0.0317,2315.1,-13.22,61.48,0.38,25
0.0464,3574,-14.95,1.15,0.34,20
0.0217,2716.4,-14.08,8.47,0.4,50
0.0407,3641.7,-13.07,86,0.11,50
0.0281,3737.4,-14.51,3.13,0.11,10
0.0316,2720,-12.46,348.15,0.04,55
0.0301,3321.1,-13.85,14.21,0.38,110
0.0316,5480.8,-14.98,1.06,0.15,65
0.0364,3958.4,-14.78,1.66,0.08,35
0.0424,1608.5,-13.12,77.37,0.31,55
0.0383,4209.1,-13.41,39.53,0.07,90
0.0151,1400.7,-13.03,93.5,0.44,60
0.0323,3650.1,-14.15,7.1,0.05,50
0.0153,3005.8,-12.08,845.26,0.34,85
0.0301,2215.7,-13.19,65.26,0.23,75
0.0479,3684.2,-13.04,91.41,0.08,110
0.0299,2848.7,-12.6,256.98,0.23,70
0.0265,4367.5,-12.96,112.01,0.31,10
0.0449,3110,-14.34,4.62,0.43,70
0.0483,914.6,-15.03,0.94,0.12,45
0.0161,3236.8,-12.01,988.88,0.17,35
0.0481,3127.9,-13.33,47.17,0.11,75
0.0206,2673.8,-14.75,1.81,0.39,85
0.0197,2972.2,-13.55,28.76,0.42,5
0.0464,3244.7,-14.36,4.43,0.36,50
0.0257,4612.7,-12.53,296.73,0.12,55
0.0171,5101.5,-13.23,59.67,0.43,55
0.0448,2241.8,-13.91,12.39,0.38,20
0.0201,3720.5,-12.61,246.39,0.18,85
0.0424,4879.8,-12.17,682.15,0.05,75
0.0192,962.1,-13.74,18.61,0.36,45
0.0397,2912.8,-12.88,132.63,0.16,110
0.0268,2324.8,-14.99,1.05,0.39,25
0.0169,4599.3,-14.97,1.09,0.32,50
0.0368,2711.1,-14.21,6.18,0.13,60
0.0466,3641.4,-13.02,96.25,0.38,20
0.0298,1957.9,-14.37,4.3,0.32,20
0.0438,1963.4,-13,101.52,0.2,45
0.0153,4624.3,-14.21,6.21,0.33,90
0.0215,1425.4,-13.56,28.09,0.32,30
0.0398,3574.7,-14.6,2.52,0.35,15
0.0273,3030.4,-14.92,1.21,0.33,100
0.0143,966.8,-14.64,2.34,0.23,35
0.0156,3048.3,-12.61,247.09,0.29,30
0.0346,1585.9,-13.37,43.49,0.12,95
0.0434,3644,-12.63,238.51,0.14,15
0.0481,4771.4,-12.19,651.37,0.27,65
0.0206,2236.4,-12.28,534.93,0.09,70
0.0469,3337.2,-12.44,370.83,0.44,15
0.0296,5314.2,-13.72,19.42,0.29,3
0.0351,4302.6,-14.83,1.52,0.4,20
0.0469,3263.3,-13.32,48.26,0.16,110
0.0331,3225.7,-13.36,43.74,0.18,105
0.046,4994.2,-13.96,11.16,0.14,45
0.0173,1918.3,-14.99,1.04,0.43,3
0.0234,1004.9,-12.52,309.21,0.34,25
0.0158,1438.1,-13.52,30.5,0.19,35
0.0413,3314,-14.55,2.83,0.1,5
0.029,4468.6,-13.18,67.32,0.3,75
0.0426,2522.5,-14.44,3.69,0.13,35
0.0485,1013,-12.3,506.76,0.34,3
0.0289,2672.4,-13.39,41.69,0.06,75
0.0298,4034.1,-14.79,1.64,0.26,70
0.0384,4455.9,-14.69,2.07,0.26,90
0.0371,2242.5,-12.92,121.35,0.11,95
0.0414,2854.5,-12.72,194.58,0.19,35
0.0271,2534,-12.11,780.86,0.42,45
0.0322,941,-14.99,1.03,0.2,40
0.0203,3742.8,-12.89,130.14,0.34,50
0.019,4670.8,-12.77,171.43,0.2,60
0.0373,4213.6,-13.32,48.28,0.3,95
0.0347,3563.2,-13.2,63.25,0.36,90
0.0338,4650.1,-12.95,113.55,0.37,35
0.0429,1596.6,-13.63,23.58,0.13,105
0.0212,970.1,-14.64,2.32,0.36,110
0.0394,5162.5,-12.18,672.82,0.09,40
0.048,2091.6,-12.31,492.22,0.06,85
0.0169,3184.4,-12.01,980.98,0.17,3
0.0234,3454.9,-15.03,0.94,0.41,15
0.0463,2950.7,-12.24,584.76,0.41,25
0.0195,5169.8,-12.7,203.03,0.19,85
0.0478,1504.3,-12.96,110.87,0.25,35
0.0304,3692.9,-14.91,1.26,0.3,50
0.042,1351.2,-14.05,9.02,0.23,105
0.0407,2136.4,-13.56,27.68,0.39,65
0.029,1385.5,-12.06,873.68,0.33,70
0.0244,5351.9,-14.69,2.05,0.08,75
0.0357,1354,-13.44,36.95,0.31,40
0.0233,1645.9,-12.15,722.78,0.41,25
0.0464,4980.2,-14.12,7.67,0.36,5
0.0373,5027.7,-14.95,1.13,0.1,25
0.0241,2218.6,-12.88,132.05,0.44,3
0.0177,4025.7,-12.86,140.6,0.32,90
0.0255,2953.1,-12.47,346.3,0.15,5
0.0209,4740.7,-12.77,171.95,0.06,25
0.026,3811.4,-13.59,26.27,0.22,70
0.0326,3353.7,-13.76,17.8,0.37,35
0.0249,3067.2,-12.87,135.87,0.3,10
0.0307,5240.8,-14.81,1.56,0.22,10
0.0165,2723.3,-14.63,2.39,0.03,35
0.0408,2303,-12.3,502.68,0.24,95
0.0243,2612.1,-14.42,3.88,0.04,40
0.033,2354.3,-14.09,8.21,0.22,75
0.022,2551.4,-13.66,22.35,0.26,110
0.0423,3927.7,-12.14,733.23,0.41,90
0.0417,2650.7,-13.33,47.66,0.38,45
0.0181,3852.5,-14.25,5.72,0.38,45
0.0325,2484.9,-13.06,88.69,0.13,5
0.014,2006.3,-14.36,4.42,0.35,5
0.0411,2270,-13.7,20.41,0.06,70
0.0417,2591.1,-12.87,135.39,0.24,20
0.0464,4303.5,-14.61,2.47,0.13,25
0.0243,3434.9,-12.32,489.86,0.15,60
0.037,1475.5,-12.04,922.84,0.37,100
0.0417,4737.4,-13.91,12.35,0.34,40
0.0445,3367.9,-13.39,41.17,0.44,75
0.0349,4108.6,-12.03,939.57,0.42,15
0.0413,5310.3,-12.23,600.74,0.17,70
0.0146,2066.2,-14.94,1.15,0.05,30
0.0367,1758.8,-14.64,2.3,0.38,105
0.0334,2546,-13.5,31.93,0.41,45
0.0321,2143.2,-12.45,362.57,0.35,15
0.0358,1861.4,-14.41,3.97,0.41,40
0.0472,2468.2,-14.6,2.54,0.05,20
0.0388,5171.2,-12.98,105.04,0.33,10
0.0384,2198.3,-12.72,192.21,0.28,110
0.0252,3345.2,-14.86,1.4,0.41,85
0.0363,4958.9,-14.31,4.98,0.25,70
0.0146,3986.7,-13.05,90.35,0.32,20
0.0453,3338.4,-12.51,314.28,0.1,30
0.015,3046,-12.94,115.86,0.21,40
0.0228,4320.2,-14.66,2.2,0.31,85
0.0331,4748.6,-14.65,2.25,0.06,15
0.0195,2470,-14.24,5.82,0.29,40
0.0338,3274.1,-13.77,17.13,0.15,15
0.0307,2437.2,-12.8,161.87,0.03,40
0.0201,4057.1,-14.2,6.46,0.23,105
0.0477,1273.8,-12.3,505.51,0.32,30
0.0373,1442.5,-12.32,489,0.31,100
0.0461,3493.8,-12.26,563.26,0.11,90
0.0369,1249.2,-13.1,80.98,0.38,60
0.0194,1772.3,-12.6,254.54,0.42,110
0.0168,1266.4,-14.24,5.85,0.4,75
0.0306,4194.7,-13.79,16.31,0.43,110
0.0349,3114.5,-12.1,801.62,0.09,35
0.0266,3369.2,-13.85,14.3,0.37,5
0.0288,4478.6,-13.78,16.98,0.26,25
0.0462,2140.2,-15,1,0.36,100
0.0416,4581.9,-13.23,59.94,0.08,90
0.0301,991.6,-12.92,122.74,0.24,20
0.0434,3269,-13.13,75.67,0.14,15
0.0218,4551.2,-14.52,3.03,0.24,105
0.0176,1722.1,-14.13,7.43,0.38,30
0.0181,2502.7,-13.55,28.6,0.07,50
0.0272,3832.2,-14.19,6.54,0.29,105
0.0341,4379.2,-14.55,2.84,0.19,80
0.0285,4077.1,-13.59,25.76,0.37,75
0.0277,2747.7,-12.52,305.1,0.13,85
0.0401,5474.2,-12.25,572.49,0.3,5
0.0191,4739.2,-12.6,255.38,0.15,3
0.0183,4856.1,-14.05,9.12,0.22,70
0.0489,2718,-13.66,22.42,0.17,110
0.0402,4196.5,-12.95,114.59,0.25,15
0.024,1874.8,-13.08,83.69,0.13,90
0.0413,1503.4,-13.97,10.9,0.05,15
0.027,3716.7,-12.47,340.91,0.17,15
0.0375,3324.5,-12.16,700.9,0.27,40
0.0393,4386,-14.74,1.84,0.2,95
0.027,2155.8,-13.63,23.69,0.21,85
0.0421,3068.7,-13.4,39.88,0.14,60
0.0305,1649.8,-14.15,7.25,0.36,20
0.0416,3985.6,-14.39,4.15,0.18,35
0.0173,2779.8,-13.42,38.27,0.12,25
0.027,2167.7,-14.84,1.48,0.11,15
0.0373,3554,-12.79,166.18,0.3,55
0.0196,3754,-13.35,45.28,0.27,5
0.044,3407.6,-12.43,375.27,0.37,5
0.0343,2021.2,-13.45,36.03,0.33,45
0.0223,2056.4,-14.08,8.36,0.08,60
0.0427,3688.8,-14.19,6.48,0.04,85
0.0409,3626.5,-12.13,751.16,0.3,75
0.038,2614.9,-14.88,1.33,0.16,65
0.0393,3870.8,-13.55,28.65,0.33,5
0.0189,5256.1,-12.31,493.86,0.07,5
0.0452,4727.3,-13.6,25.52,0.13,75
0.0236,1057.3,-13.95,11.3,0.34,65
0.031,4055.9,-12.38,423.63,0.13,90
0.0269,3486.2,-13.54,29.35,0.12,110
0.0145,3637.9,-13.79,16.58,0.41,80
0.0341,2542.4,-12.9,126.55,0.28,3
0.0207,3939.7,-12.54,293.01,0.06,30
0.0271,4941.4,-13.39,41.43,0.32,30
0.039,2678.3,-12.4,400.27,0.41,45
0.015,4789,-12.05,909.58,0.28,95
0.0182,2932.3,-13.7,20.2,0.43,45
0.0256,5243.8,-13.18,67.04,0.43,75
0.0162,5164,-13.84,14.74,0.26,20
0.0281,1461.1,-12.04,920.61,0.09,25
0.0404,1777.3,-12.75,180.51,0.35,40
0.0446,5265.9,-13.36,44.33,0.14,95
0.0158,3137.2,-13.37,43.13,0.32,40
0.0303,5494.2,-12.03,948.77,0.15,110
0.0433,2872.5,-14.53,2.97,0.34,110
0.0241,4487.1,-14.74,1.83,0.19,55
0.0418,2547.1,-12.5,322.56,0.44,3
0.0443,2524.9,-13.54,29.5,0.06,85
0.021,3697,-14.57,2.7,0.23,70
0.0402,4180.6,-13.04,91.72,0.16,5
0.0236,1654,-13.76,17.69,0.21,85
0.0306,1610.5,-14.7,2.04,0.22,5
0.0171,4779.1,-12.08,847.35,0.13,45
0.0254,3117.8,-13.08,84.85,0.14,15
0.0288,2692,-14.08,8.35,0.37,15
0.0274,3471.6,-12.84,146.02,0.23,5
0.0466,4922,-12.07,861.68,0.17,105
0.027,5404.4,-12.57,274.58,0.29,90
0.031,4152.7,-14.47,3.42,0.35,3
0.0433,4834.6,-14.11,7.95,0.43,10
0.0414,4681.5,-13.73,18.73,0.08,55
0.0273,4662.8,-12.42,381.33,0.28,45
0.0316,2960.7,-13.35,45.1,0.41,5
0.0208,3596.3,-13.44,36.57,0.15,90
0.0151,1996.9,-13.86,13.97,0.14,20
0.0142,1341.6,-14.03,9.47,0.15,45
0.0394,4216.7,-14.28,5.28,0.31,20
0.0456,5292.5,-13.92,12.12,0.08,85
0.0375,2178.1,-14.11,7.94,0.33,35
0.0268,4961.2,-12.13,743.34,0.37,10
0.0439,4431.8,-14.35,4.48,0.42,45
0.0207,1980.9,-12.32,483.94,0.19,80
0.0446,2083.1,-13.94,11.69,0.27,40
0.0476,2462.6,-13.77,17.27,0.4,5
0.0198,3143.1,-12.63,238.83,0.11,35
0.0353,4517.8,-13.91,12.5,0.38,50
0.021,3741.7,-13.96,11.1,0.23,105
0.044,3307.6,-14.23,5.94,0.06,5
0.046,2955.5,-13.29,51.55,0.42,55
0.0484,4875.1,-12.96,110.53,0.32,3
0.0222,4519.2,-14.33,4.73,0.2,70
0.0187,3270,-14.02,9.63,0.1,25
0.0382,3633.7,-13.87,13.7,0.34,5
0.0314,3603.4,-13.97,10.88,0.05,40
0.0391,3163.5,-14.79,1.66,0.12,75
0.0243,3127.3,-14.89,1.31,0.3,20
0.039,4448.9,-13.78,16.85,0.04,30
0.0179,5354.1,-13.48,33.9,0.17,80
0.0189,3074.7,-13.59,26.22,0.3,45
0.0406,1862.3,-12.87,138.07,0.41,75
0.0458,4001.7,-14.86,1.39,0.35,100
0.041,1855.3,-14.4,4.06,0.43,50
0.0219,3102.1,-12.27,538.68,0.44,70
0.0174,1399.8,-13.9,12.65,0.19,70
0.0488,4643.2,-13.32,49.01,0.1,20
0.0435,1561.9,-13.77,17.03,0.35,55
0.0346,3894.3,-12.33,471.17,0.36,80
0.0361,4472.1,-13.27,54.28,0.06,50
0.0247,4371.7,-13.79,16.28,0.1,90
0.0456,1853.9,-14.44,3.66,0.41,25
0.043,3835.1,-13.07,86.23,0.25,50
0.022,1014.8,-14.64,2.31,0.24,80
0.0186,3146.6,-12.41,394.88,0.14,105
0.0151,4826.3,-13.28,52.8,0.4,55
0.0177,1319.6,-14.39,4.11,0.06,80
0.0187,1038.4,-13.44,36.94,0.13,20
0.0488,4754.4,-14.53,2.98,0.17,5
0.0487,3420.1,-14.38,4.24,0.25,55
0.0453,4614,-14.79,1.66,0.33,55
0.0195,1172,-13.65,22.74,0.1,90
0.0167,4395.6,-14.99,1.03,0.24,3
0.0157,2861,-13.5,32.38,0.21,25
0.0455,2148.6,-13.96,11.08,0.29,10
0.0196,3288.4,-13.38,41.84,0.13,40
0.0241,976.7,-12.82,152.66,0.28,55
0.0229,1166,-13.46,35.27,0.15,20
0.0376,3910,-14.84,1.45,0.19,60
0.0389,3295.6,-12.28,537.88,0.36,20
0.0346,1216.3,-13.65,22.91,0.42,100
0.0242,5104.2,-12.1,805.6,0.27,75
0.037,1768.2,-12.93,119.91,0.03,95
0.0147,2042.3,-13.23,60.1,0.39,65
0.0231,1001.8,-12.51,311.35,0.14,60
0.0389,5079.8,-14.76,1.77,0.29,95
0.0443,5299.7,-13.68,21.18,0.27,30
0.0246,2604.7,-13.87,13.8,0.16,55
0.0366,3172.8,-12.64,229.55,0.29,15
0.0182,1818.7,-11.97,1081.25,0.24,85
0.0267,5333.5,-14.95,1.13,0.33,80
0.0416,2842.8,-12.9,126.11,0.38,30
0.036,2846.3,-12.18,664.75,0.11,5
0.0213,3327.9,-12.05,897.34,0.19,70
0.0418,3561.5,-14.42,3.86,0.43,5
0.0193,2393,-13.92,12.05,0.15,10
0.0444,2359,-13.65,22.88,0.39,110
0.0328,2734.1,-14.24,5.81,0.43,90
0.0231,5258.2,-12.58,266.96,0.37,80
0.0209,2183.8,-13.06,88.53,0.03,25
0.0389,955.9,-12.86,138.84,0.42,30
0.0151,4578.3,-13,100.78,0.35,15
0.0223,2924.1,-13.95,11.28,0.2,70
0.0438,1764.3,-12.98,105.53,0.3,85
0.0238,1561,-12.59,261.58,0.36,100
0.0428,1234.3,-13.46,35.23,0.33,80
0.0199,934,-13.33,47.89,0.15,20
0.0308,4428.7,-13.66,21.92,0.29,100
0.0319,2039.7,-12.09,830.72,0.39,95
0.0369,2481.1,-13.4,40.76,0.22,25
0.0495,3947.5,-14.57,2.75,0.05,90
0.0305,1974.6,-13.02,96.34,0.2,60
0.0157,2092.9,-13.8,15.98,0.16,15
0.0458,1807.2,-13.51,31.04,0.24,105
0.0493,3999.1,-14.02,9.57,0.38,50
0.0479,1623.7,-12.98,105.43,0.26,30
0.0375,4215.1,-12.55,288.68,0.31,65
0.0234,1829,-13.25,57.06,0.28,85
